numeric_columns,temperature1,temperature2,temperature3,tds,temperature_target,tds_target
,26.75,23.25,26.19,463.03,30,800
,26.81,23.25,26.25,463.33,30,800
,26.81,23.25,26.19,461.85,30,800
,26.81,23.25,26.25,463.79,30,800
,26.87,23.25,26.25,462.73,30,800
,26.87,23.25,26.25,463.37,30,800
,26.81,23.25,26.25,463.97,30,800
,26.87,23.25,26.25,463.41,30,800
,26.94,23.25,26.25,464.2,30,800
,26.87,23.25,26.25,463.94,30,800
,26.87,23.5,26.31,464.5,30,800
,26.87,23.25,26.31,462.35,30,800
,26.81,23.5,26.31,463.82,30,800
,26.87,23.25,26.31,464.35,30,800
,26.87,23.5,26.31,464.47,30,800
,26.94,23.5,26.31,463.97,30,800
,26.87,23.5,26.37,463.94,30,800
,26.94,23.25,26.37,465.41,30,800
,26.94,23.5,26.37,465.07,30,800
,26.94,23.5,26.37,464.13,30,800
,26.94,23.5,26.37,463.6,30,800
,26.94,23.5,26.37,463.9,30,800
,27,23.5,26.37,464.96,30,800
,27,23.5,26.44,465,30,800
,27,23.5,26.44,464.13,30,800
,27,23.5,26.44,465.26,30,800
,27,23.5,26.44,466.06,30,800
,27.06,23.5,26.44,464.85,30,800
,27.06,23.5,26.44,465.15,30,800
,27.06,23.5,26.44,465.64,30,800
,27,23.5,26.5,465.11,30,800
,27,23.5,26.5,466.74,30,800
,27.06,23.5,26.56,465.83,30,800
,27.06,23.5,26.5,465.6,30,800
,27.06,23.5,26.5,465.26,30,800
,26.94,23.5,26,389.15,30,800
,26.87,23.5,26,401.12,30,800
,26.81,23.5,26,402.97,30,800
,26.75,23.5,26.06,482.64,30,800
,26.75,23.5,26.06,523.61,30,800
,26.75,23.5,26.06,557.5,30,800
,26.75,23.5,26.12,569.17,30,800
,26.81,23.5,26.19,568.9,30,800
,26.81,23.5,26.19,574.51,30,800
,26.81,23.5,26.19,575.49,30,800
,26.81,23.5,26.25,574.51,30,800
,26.81,23.5,26.19,575.72,30,800
,26.81,23.5,26.19,577.95,30,800
,26.87,23.5,26.19,577.54,30,800
,26.87,23.5,26.25,580.64,30,800
,26.87,23.5,26.25,581.59,30,800
,26.87,23.5,26.25,581.25,30,800
,26.87,23.5,26.31,584.88,30,800
,26.87,23.5,26.25,586.62,30,800
,26.87,23.5,26.31,588.78,30,800
,26.94,23.5,26.31,592.11,30,800
,26.87,23.5,26.31,593.1,30,800
,26.94,23.5,26.37,591.32,30,800
,26.94,23.5,26.31,597.15,30,800
,26.94,23.5,26.31,596.51,30,800
,26.94,23.5,26.37,598.06,30,800
,26.94,23.5,26.37,600.18,30,800
,26.94,23.5,26.37,611.27,30,800
,26.94,23.5,26.31,615.17,30,800
,26.94,23.5,26.37,615.97,30,800
,26.94,23.5,26.37,618.36,30,800
,26.94,23.5,26.37,619.6,30,800
,27,23.5,26.44,617.98,30,800
,27,23.5,26.44,618.89,30,800
,27.06,23.5,26.44,619.49,30,800
,27.06,23.5,26.44,620.4,30,800
,27,23.5,26.5,621.27,30,800
,27.06,23.5,26.5,619.98,30,800
,27.06,23.5,26.5,620.7,30,800
,27.06,23.5,26.5,621.8,30,800
,27.06,23.5,26.5,621.65,30,800
,27.06,23.5,26.5,622.82,30,800
,27.06,23.5,26.56,623.05,30,800
,27.06,23.5,26.5,623.62,30,800
,27.06,23.5,26.56,623.69,30,800
,27.06,23.75,26.56,624.98,30,800
,27.13,23.75,26.62,532.38,30,800
,27.06,23.5,26.56,624.94,30,800
,27.06,23.75,26.56,611.91,30,800
,27.19,23.75,26.62,598.68,30,800
,27.13,23.75,26.62,597.52,30,800
,27.13,23.5,26.62,600.74,30,800
,27.13,23.75,26.62,599.08,30,800
,27.19,23.5,26.62,598.86,30,800
,27.13,23.75,26.62,600.6,30,800
,27.19,23.75,26.69,601.03,30,800
,27.19,23.5,26.62,601.72,30,800
,27.19,23.75,26.69,602.56,30,800
,27.19,23.75,26.69,602.74,30,800
,27.19,23.75,26.69,602.66,30,800
,27.25,23.75,26.69,602.81,30,800
,27.19,23.75,26.69,604.55,30,800
,27.25,23.75,26.69,603.14,30,800
,27.19,23.75,26.69,603.57,30,800
,27.19,23.75,26.75,603.75,30,800
,27.25,23.75,26.69,603.14,30,800
,27.25,23.75,26.75,605.09,30,800
,27.25,23.75,26.75,605.02,30,800
,27.19,23.75,26.75,604.77,30,800
,27.25,23.25,26.5,612.42,30,800
,27.25,23.25,26.5,612.31,30,800
,27.25,23.25,26.5,614.19,30,800
,27.25,23.25,26.5,613.43,30,800
,27.31,23.25,26.56,613,30,800
,27.25,23.25,26.56,612.89,30,800
,27.25,23.25,26.56,610.68,30,800
,27.25,23.25,26.56,614.12,30,800
,27.25,23.25,26.56,614.3,30,800
,27.25,23.25,26.62,614.81,30,800
,27.25,23.25,26.56,614.3,30,800
,27.25,23.25,26.56,614.88,30,800
,27.19,23.25,26.62,614.92,30,800
,27.25,23.25,26.62,615.61,30,800
,27.25,23.5,26.62,615.14,30,800
,27.19,23.25,26.62,614.7,30,800
,27.19,23.25,26.62,616.8,30,800
,27.25,23.5,26.62,616.3,30,800
,27.25,23.5,26.62,617.96,30,800
,27.25,23.25,26.69,617.57,30,800
,27.25,23.5,26.69,617.2,30,800
,27.25,23.5,26.69,617.53,30,800
,27.25,23.5,26.69,618.22,30,800
,27.19,23.5,26.69,618.07,30,800
,27.19,23.25,26.69,618.36,30,800
,27.25,23.5,26.69,619.7,30,800
,27.25,23.25,26.69,618.65,30,800
,27.25,23.5,26.69,617.6,30,800
,27.25,23.25,26.75,618.73,30,800
,27.25,23.25,26.69,618.62,30,800
,27.25,23.25,26.75,619.02,30,800
,27.25,23.25,26.75,620.57,30,800
,27.25,23.25,26.75,619.7,30,800
,27.25,23.5,26.75,618.36,30,800
,27.25,23.5,26.75,620.07,30,800
,27.31,23.25,26.75,621.23,30,800
,27.25,23.5,26.75,621.15,30,800
,27.25,23.5,26.75,620.61,30,800
,27.31,23.5,26.81,620.39,30,800
,27.25,23.5,26.81,620.57,30,800
,27.31,23.5,26.81,620.72,30,800
,27.25,23.5,26.81,620.36,30,800
,27.31,23.5,26.81,620.79,30,800
,27.31,23.5,26.81,620.79,30,800
,27.25,23.5,26.81,619.96,30,800
,27.31,23.5,26.81,621.77,30,800
,27.31,23.5,26.81,623.15,30,800
,27.25,23.5,26.87,622.9,30,800
,27.31,23.5,26.87,622.79,30,800
,25.62,23.5,26.37,620.65,30,800
,25.69,23.5,26.31,620.36,30,800
,25.62,23.5,26.31,621.26,30,800
,25.69,23.5,26.31,621.15,30,800
,25.62,23.5,26.31,621.08,30,800
,25.88,24,26.5,668.94,30,800
,25.88,24,26.5,668.87,30,800
,25.88,24,26.5,669.01,30,800
,25.88,24,26.5,668.72,30,800
,25.88,24,26.5,667.89,30,800
,25.88,23.75,26.5,667.89,30,800
,25.88,24,26.5,667.85,30,800
,25.94,24,26.44,667.27,30,800
,25.88,24,26.44,666.91,30,800
,25.88,24,26.44,667.42,30,800
,25.88,23.75,26.44,667.31,30,800
,25.88,24,26.44,667.81,30,800
,25.88,24,26.44,666.84,30,800
,25.88,24,26.44,667.02,30,800
,25.88,24,26.44,666.84,30,800
,25.88,23.75,26.44,666.4,30,800
,25.88,24,26.37,666.73,30,800
,25.88,24,26.37,666.62,30,800
,25.88,23.75,26.37,666.29,30,800
,25.81,23.75,26.37,666.91,30,800
,25.81,23.75,26.37,667.49,30,800
,25.81,24,26.37,666.94,30,800
,25.81,23.75,26.37,666.76,30,800
,25.81,23.75,26.37,666.65,30,800
,25.81,23.75,26.37,665.93,30,800
,25.81,23.75,26.37,666.33,30,800
,25.81,23.75,26.31,665.78,30,800
,25.81,23.75,26.37,666.04,30,800
,25.81,23.75,26.37,665.86,30,800
,25.81,23.75,26.37,666.65,30,800
,25.81,23.75,26.37,666.07,30,800
,25.75,23.75,26.37,666,30,800
,25.75,23.75,26.37,665.68,30,800
,25.81,23.75,26.31,665.68,30,800
,25.81,23.75,26.37,666.8,30,800
,25.81,23.75,26.31,665.78,30,800
,25.81,23.75,26.31,666.26,30,800
,25.81,23.75,26.31,665.49,30,800
,25.75,23.75,26.31,665.57,30,800
,25.81,23.75,26.31,666.51,30,800
,25.75,23.75,26.31,666.26,30,800
,25.75,23.75,26.31,666.44,30,800
,25.75,23.75,26.31,666.65,30,800
,25.75,23.75,26.31,666.47,30,800
,25.75,23.75,26.31,665.82,30,800
,25.75,23.75,26.31,666.33,30,800
,25.75,23.75,26.31,665.86,30,800
,25.75,23.75,26.25,665.68,30,800
,25.75,23.75,26.25,666,30,800
,25.75,23.75,26.25,665.71,30,800
,25.75,23.75,26.25,664.81,30,800
,25.75,23.75,26.25,665.64,30,800
,25.75,23.75,26.25,665.82,30,800
,25.75,23.75,26.25,665.39,30,800
,25.75,23.75,26.25,665.93,30,800
,25.75,23.75,26.25,665.64,30,800
,25.69,23.75,26.25,665.49,30,800
,25.69,23.75,26.25,665.86,30,800
,25.69,23.75,26.25,664.88,30,800
,25.69,23.75,26.25,665.75,30,800
,25.69,23.75,26.25,666.44,30,800
,25.69,23.75,26.19,666.36,30,800
,25.69,23.75,26.25,664.95,30,800
,25.69,23.75,26.19,665.46,30,800
,25.69,23.75,26.19,665.17,30,800
,25.69,23.75,26.19,664.91,30,800
,25.69,23.75,26.19,666.22,30,800
,25.75,23.75,26.19,665.97,30,800
,25.69,23.75,26.19,666,30,800
,25.69,23.75,26.19,666,30,800
,25.69,23.75,26.19,666.29,30,800
,25.69,23.75,26.19,665.89,30,800
,25.62,23.75,26.19,665.49,30,800
,25.69,23.75,26.19,665.13,30,800
,25.69,23.75,26.19,665.6,30,800
,25.69,23.75,26.19,666.58,30,800
,25.62,23.75,26.19,665.2,30,800
,25.69,23.75,26.19,665.68,30,800
,25.62,23.75,26.19,665.68,30,800
,25.69,23.75,26.19,666.18,30,800
,26.19,23.75,26.19,665.71,30,800
,26.62,23.75,26.25,665.86,30,800
,26.94,23.75,26.25,665.42,30,800
,27.06,23.75,26.25,665.64,30,800
,27.13,23.75,26.25,666.8,30,800
,27.25,23.75,26.31,666.87,30,800
,27.25,23.75,26.31,667.09,30,800
,27.25,23.75,26.31,666.76,30,800
,27.31,23.75,26.31,666.26,30,800
,27.37,23.75,26.37,666.91,30,800
,27.37,23.75,26.37,666.94,30,800
,27.44,23.75,26.37,666.91,30,800
,27.44,23.75,26.37,666.84,30,800
,27.37,23.75,26.37,667.02,30,800
,27.44,23.75,26.37,667.49,30,800
,27.44,23.75,26.44,667.67,30,800
,27.37,23.75,26.44,667.89,30,800
,27.44,24,26.44,668.83,30,800
,27.44,24,26.44,668.32,30,800
,27.44,24,26.44,669.27,30,800
,27.44,24,26.5,668.54,30,800
,27.44,24,26.5,669.37,30,800
,27.44,24,26.5,669.7,30,800
,27.5,24,26.5,669.27,30,800
,27.44,24,26.5,668.83,30,800
,27.5,24,26.5,669.16,30,800
,27.5,24,26.5,670.32,30,800
,27.44,24,26.56,670.79,30,800
,27.44,24,26.5,670.43,30,800
,27.5,24,26.56,670.03,30,800
,27.5,24,26.56,671.11,30,800
,27.5,24,26.56,670.21,30,800
,27.5,24,26.62,670.64,30,800
,27.44,24,26.56,672.06,30,800
,27.5,24,26.62,672.53,30,800
,27.5,24,26.62,671.91,30,800
,27.5,24,26.62,671.51,30,800
,27.5,24,26.62,671.88,30,800
,27.5,24,26.69,673.14,30,800
,27.5,24,26.69,672.06,30,800
,27.5,24,26.69,672.6,30,800
,27.56,24,26.69,673.43,30,800
,27.5,24,26.69,673.11,30,800
,27.56,24,26.69,673.33,30,800
,27.56,24,26.69,673.33,30,800
,27.56,24,26.69,673.07,30,800
,27.56,24,26.75,673.07,30,800
,27.56,24,26.75,673.87,30,800
,27.56,24,26.75,674.63,30,800
,27.56,24,26.75,675.07,30,800
,27.5,24.25,26.75,673.8,30,800
,27.56,24,26.81,675.14,30,800
,27.56,24.25,26.81,669.45,30,800
,27.56,24.25,26.81,671.73,30,800
,27.56,24,26.81,672.49,30,800
,27.56,24.25,26.81,675.14,30,800
,27.62,24.25,26.81,675.39,30,800
,27.56,24.25,26.81,675.86,30,800
,27.56,24.25,26.87,675.9,30,800
,27.62,24.25,26.87,676.62,30,800
,27.62,24.25,26.87,675.46,30,800
,27.56,24.25,26.87,675.25,30,800
,27.56,24,26.87,675.21,30,800
,27.56,24.25,26.87,675.28,30,800
,27.56,24.25,26.94,676.48,30,800
,27.56,24.25,26.87,676.77,30,800
,27,24,26.87,676.01,30,800
,26.62,24,26.87,677.49,30,800
,26.44,24,26.87,676.84,30,800
,26.31,24,26.81,676.48,30,800
,26.25,24.25,26.87,676.26,30,800
,26.12,24.25,26.81,677.57,30,800
,26.12,24.25,26.81,676.04,30,800
,26.06,24.25,26.81,676.41,30,800
,26.06,24.25,26.81,675.97,30,800
,26.06,24.25,26.81,676.26,30,800
,26,24.25,26.81,675.83,30,800
,26,24.25,26.81,670.75,30,800
,26,24.25,26.81,673.11,30,800
,26,24.25,26.75,676.01,30,800
,26,24.25,26.75,675.79,30,800
,26,24.25,26.75,675.14,30,800
,25.94,24.25,26.75,675.54,30,800
,26,24.25,26.75,675.9,30,800
,26,24.25,26.75,674.74,30,800
,26,24.25,26.69,673.83,30,800
,26,24.25,26.69,674.3,30,800
,26,24.25,26.69,674.2,30,800
,26,24.25,26.69,674.05,30,800
,26,24.25,26.69,673.29,30,800
,26,24.25,26.69,674.01,30,800
,26,24.25,26.69,673.33,30,800
,25.94,24.25,26.69,674.2,30,800
,26,24.25,26.69,672.85,30,800
,26,24.25,26.69,672.89,30,800
,25.94,24.25,26.69,674.52,30,800
,26,24.25,26.69,672.82,30,800
,26,24.25,26.69,666.47,30,800
,26,24.25,26.62,673.76,30,800
,25.94,24.25,26.62,673.47,30,800
,26,24.25,26.62,673,30,800
,26,24.25,26.62,672.64,30,800
,25.94,24.25,26.62,673.14,30,800
,25.94,24.25,26.62,672.82,30,800
,25.94,24,26.62,673.51,30,800
,25.94,24,26.62,672.93,30,800
,25.94,24,26.62,673.04,30,800
,25.94,24,26.62,669.01,30,800
,25.94,24,26.62,672.67,30,800
,25.94,24.25,26.56,673.11,30,800
,25.94,24.25,26.56,672.49,30,800
,25.94,24.25,26.56,672.89,30,800
,25.94,24,26.56,672.49,30,800
,25.94,24,26.56,672.78,30,800
,25.88,24,26.62,672.85,30,800
,25.88,24,26.56,668.5,30,800
,25.94,24,26.56,672.67,30,800
,25.88,24,26.56,671.91,30,800
,25.94,24,26.56,672.96,30,800
,25.94,24,26.56,672.89,30,800
,25.88,24,26.56,671.88,30,800
,25.88,24,26.56,672.53,30,800
,25.88,24,26.5,671.37,30,800
,25.88,24,26.5,671.69,30,800
,25.88,24,26.5,672.46,30,800
,25.88,24,26.5,672.35,30,800
,25.88,24,26.5,672.13,30,800
,25.88,24,26.5,672.27,30,800
,25.88,24,26.5,672.17,30,800
,25.88,24,26.5,671.44,30,800
,25.88,24,26.5,671.8,30,800
,25.88,24,26.5,672.38,30,800
,25.81,24,26.44,672.02,30,800
,25.88,24,26.5,671.59,30,800
,25.88,24,26.44,672.38,30,800
,25.88,24,26.44,672.06,30,800
,25.81,24,26.44,670.53,30,800
,25.88,24,26.44,667.6,30,800
,25.81,24,26.44,671.8,30,800
,25.81,24,26.44,671.37,30,800
,25.81,24,26.44,671.55,30,800
,25.88,24,26.44,671.4,30,800
,25.88,24,26.44,671.8,30,800
,25.81,24,26.44,671.69,30,800
,25.81,24,26.44,671.33,30,800
,25.81,24,26.44,670.97,30,800
,25.81,24,26.44,671.48,30,800
,25.81,24,26.37,671.69,30,800
,25.81,24,26.44,671.19,30,800
,25.81,24,26.37,671.62,30,800
,25.81,24,26.37,671.26,30,800
,25.81,24,26.37,671.59,30,800
,25.81,24,26.37,670.75,30,800
,25.81,23.75,26.37,671.04,30,800
,25.81,24,26.37,671.48,30,800
,25.81,23.75,26.37,670.46,30,800
,25.81,23.75,26.37,670.9,30,800
,25.75,24,26.37,671.33,30,800
,25.75,24,26.37,671.04,30,800
,25.81,23.75,26.37,671.08,30,800
,25.81,24,26.37,670.53,30,800
,25.81,23.75,26.37,670.79,30,800
,25.81,23.75,26.37,670.53,30,800
,25.81,23.75,26.37,670.28,30,800
,25.81,24,26.31,670.53,30,800
,25.81,24,26.31,669.99,30,800
,25.75,23.75,26.31,671.04,30,800
,25.75,23.75,26.31,670.86,30,800
,25.75,23.75,26.31,669.74,30,800
,25.75,23.75,26.31,670.5,30,800
,25.75,23.75,26.31,669.95,30,800
,25.75,23.75,26.31,670.35,30,800
,25.75,23.75,26.31,669.77,30,800
,25.75,23.75,26.31,670.86,30,800
,25.75,23.75,26.25,669.52,30,800
,25.75,23.75,26.31,670.39,30,800
,25.75,23.75,26.31,670.35,30,800
,25.75,23.75,26.31,670.03,30,800
,25.75,23.75,26.31,669.95,30,800
,25.75,23.75,26.31,669.95,30,800
,25.69,23.75,26.31,670.68,30,800
,25.75,23.75,26.25,669.92,30,800
,25.69,23.75,26.31,669.7,30,800
,25.69,23.75,26.25,670.06,30,800
,25.69,23.75,26.25,668.94,30,800
,25.75,23.75,26.25,669.74,30,800
,25.69,23.75,26.25,668.9,30,800
,25.69,23.75,26.25,669.88,30,800
,25.69,23.75,26.25,668.87,30,800
,25.75,23.75,26.25,670.32,30,800
,25.75,23.75,26.25,670.24,30,800
,25.69,23.75,26.25,669.34,30,800
,25.69,23.75,26.25,670.43,30,800
,25.69,23.75,26.25,670.53,30,800
,25.69,23.75,26.25,670.39,30,800
,25.69,23.75,26.19,669.7,30,800
,25.69,23.75,26.25,669.27,30,800
,25.69,23.75,26.25,669.37,30,800
,25.69,23.75,26.19,663.72,30,800
,25.69,23.75,26.25,669.12,30,800
,25.69,23.75,26.19,669.52,30,800
,25.69,23.75,26.19,667.71,30,800
,25.69,23.75,26.19,670.14,30,800
,25.62,23.75,26.19,668.79,30,800
,25.69,23.75,26.19,669.56,30,800
,25.62,23.75,26.19,669.34,30,800
,25.69,23.75,26.19,668.83,30,800
,25.62,23.75,26.19,670.1,30,800
,25.69,23.75,26.19,670.03,30,800
,25.62,23.75,26.19,668.25,30,800
,25.62,23.75,26.19,668.83,30,800
,25.62,23.75,26.19,668.14,30,800
,25.69,23.75,26.19,669.34,30,800
,26.19,23.75,26.19,668.58,30,800
,26.62,23.75,26.25,669.27,30,800
,26.81,23.75,26.19,669.01,30,800
,27,23.75,26.25,669.63,30,800
,27.06,23.75,26.31,668.83,30,800
,27.13,23.75,26.25,669.95,30,800
,27.19,23.75,26.31,670.46,30,800
,27.19,23.75,26.31,668.54,30,800
,27.19,23.75,26.31,670.24,30,800
,27.19,23.75,26.31,670.24,30,800
,27.19,23.75,26.31,669.59,30,800
,27.25,23.75,26.31,670.57,30,800
,27.25,23.75,26.37,670.86,30,800
,27.31,23.75,26.37,671.3,30,800
,27.31,23.75,26.37,672.27,30,800
,27.37,23.75,26.37,672.17,30,800
,27.31,23.75,26.44,665.42,30,800
,27.31,23.75,26.44,665.06,30,800
,27.31,23.75,26.37,672.35,30,800
,27.31,23.75,26.44,671.48,30,800
,27.31,23.75,26.44,672.56,30,800
,27.31,23.75,26.44,672.42,30,800
,27.31,23.75,26.44,671.88,30,800
,27.31,23.75,26.5,672.56,30,800
,27.25,24,26.5,673.47,30,800
,27.25,24,26.5,672.09,30,800
,27.25,23.75,26.5,674.88,30,800
,27.31,23.75,26.56,674.16,30,800
,27.25,24,26.5,673.47,30,800
,27.25,24,26.5,673.83,30,800
,27.25,24,26.5,674.3,30,800
,27.31,24,26.56,674.56,30,800
,27.25,24,26.56,674.67,30,800
,27.25,24,26.56,673.83,30,800
,27.31,24,26.56,674.27,30,800
,27.31,24,26.56,666.11,30,800
,27.31,24,26.62,673.58,30,800
,27.37,24,26.62,674.05,30,800
,27.31,24,26.62,674.78,30,800
,27.25,24,26.62,674.74,30,800
,27.31,24,26.62,674.45,30,800
,27.31,24,26.62,674.01,30,800
,27.31,24,26.62,674.85,30,800
,27.37,24,26.62,675.39,30,800
,27.31,24,26.69,676.62,30,800
,27.37,24,26.69,675.25,30,800
,27.37,24,26.69,675.28,30,800
,27.37,24,26.69,676.95,30,800
,27.37,24,26.69,675.86,30,800
,27.37,24,26.75,675.14,30,800
,27.31,24,26.75,677.24,30,800
,27.37,24,26.75,676.66,30,800
,27.37,24,26.69,677.24,30,800
,27.37,24,26.75,677.28,30,800
,27.37,24,26.75,677.06,30,800
,27.37,24,26.81,677.53,30,800
,27.44,24,26.81,678.22,30,800
,27.37,24,26.81,675.83,30,800
,27.37,24,26.81,677.57,30,800
,27.37,24,26.81,677.93,30,800
,27.44,24,26.81,678.44,30,800
,27.44,24,26.87,677.93,30,800
,27.44,24,26.87,678,30,800
,27.44,24,26.87,678.22,30,800
,27.44,24,26.87,678.87,30,800
,27.44,24,26.81,678.51,30,800
,27.44,24,26.94,678.55,30,800
,27.44,24,26.87,679.38,30,800
,27.44,24,26.87,678.62,30,800
,27.19,24,26.87,678.8,30,800
,26.69,24,26.87,679.09,30,800
,26.37,24.25,26.81,678.58,30,800
,26.25,24.25,26.81,678.37,30,800
,26.12,24.25,26.81,678.84,30,800
,26.12,24.25,26.81,679.42,30,800
,26.06,24.25,26.81,678.69,30,800
,26,24.25,26.81,678.69,30,800
,26,24.25,26.81,678.37,30,800
,26,24.25,26.81,678.76,30,800
,25.94,24.5,26.75,678.69,30,800
,25.88,24.25,26.75,678.51,30,800
,25.88,24.25,26.75,677.57,30,800
,25.88,24.5,26.75,677.93,30,800
,25.88,24.25,26.75,678.33,30,800
,25.88,24.25,26.75,678.08,30,800
,25.88,24.25,26.75,678.33,30,800
,25.88,24.25,26.69,677.86,30,800
,25.81,24.25,26.69,678.51,30,800
,25.88,24.25,26.69,677.71,30,800
,25.88,24.25,26.69,677.13,30,800
,25.81,24.25,26.69,677.93,30,800
,25.81,24.25,26.69,677.75,30,800
,25.88,24.25,26.69,677.46,30,800
,25.88,24.25,26.62,677.42,30,800
,25.81,24.25,26.69,677.75,30,800
,25.81,24.25,26.62,676.12,30,800
,25.88,24.25,26.62,677.6,30,800
,25.88,24.25,26.62,676.91,30,800
,25.88,24.25,26.62,676.04,30,800
,25.81,24.25,26.62,677.02,30,800
,25.81,24.25,26.62,677.28,30,800
,25.81,24.25,26.62,677.35,30,800
,25.81,24.25,26.62,676.73,30,800
,25.81,24.25,26.62,676.77,30,800
,25.81,24.25,26.62,676.88,30,800
,25.81,24.25,26.62,676.26,30,800
,25.81,24.25,26.62,676.33,30,800
,25.81,24,26.56,677.02,30,800
,25.81,24,26.56,675.86,30,800
,25.81,24,26.56,676.37,30,800
,25.81,24,26.56,676.7,30,800
,25.81,24,26.56,676.19,30,800
,25.81,24,26.56,676.19,30,800
,25.81,24,26.56,676.33,30,800
,25.81,24,26.56,675.9,30,800
,25.81,24,26.56,675.97,30,800
,25.75,24,26.56,676.77,30,800
,25.81,24,26.56,675.54,30,800
,25.81,24,26.5,675.97,30,800
,25.75,24,26.5,676.08,30,800
,25.75,24,26.5,675.61,30,800
,25.75,24,26.5,675.86,30,800
,25.75,24,26.5,676.01,30,800
,25.75,24,26.5,673.76,30,800
,25.75,24,26.5,674.88,30,800
,25.81,24,26.5,675.75,30,800
,25.75,24,26.5,675.54,30,800
,25.75,24,26.44,675.14,30,800
,25.69,24,26.5,675.75,30,800
,25.75,24,26.44,675.1,30,800
,25.75,24,26.5,675.17,30,800
,25.75,24,26.44,674.38,30,800
,25.75,24,26.44,675.21,30,800
,25.75,24,26.44,675.17,30,800
,25.75,24,26.44,674.16,30,800
,25.75,24,26.44,675.39,30,800
,25.75,24,26.44,675.07,30,800
,25.69,24,26.44,674.78,30,800
,25.75,24,26.44,674.34,30,800
,25.69,24,26.44,674.74,30,800
,25.69,24,26.44,674.23,30,800
,25.69,24,26.37,674.49,30,800
,25.75,24,26.37,674.67,30,800
,25.69,24,26.37,674.23,30,800
,25.69,24,26.37,674.59,30,800
,25.69,24,26.37,674.2,30,800
,25.69,24,26.37,673.8,30,800
,25.62,24,26.37,674.49,30,800
,25.62,24,26.37,673.47,30,800
,25.62,24,26.37,674.01,30,800
,25.62,24,26.37,674.7,30,800
,25.62,24,26.31,674.05,30,800
,25.69,23.75,26.31,673.54,30,800
,25.69,23.75,26.31,673.54,30,800
,25.69,23.75,26.31,673.8,30,800
,25.69,23.75,26.31,673.51,30,800
,25.69,23.75,26.31,673.91,30,800
,25.69,23.75,26.31,672.96,30,800
,27.13,23.5,26.25,637.9,30,800
,27.19,23.5,26.25,637.8,30,800
,27.19,23.5,26.25,638.23,30,800
,27.13,23.5,26.25,637.9,30,800
,27.13,23.5,26.31,639.32,30,800
,27.19,23.5,26.37,638.77,30,800
,27.19,23.5,26.37,640.48,30,800
,27.25,23.5,26.44,640.3,30,800
,27.19,23.5,26.44,639.46,30,800
,27.19,23.75,26.56,642.36,30,800
,27.19,23.75,26.56,642.44,30,800
,27.25,23.75,26.62,642.29,30,800
,27.37,23.75,26.75,645.12,30,800
,27.31,23.75,26.75,645.37,30,800
,27.31,23.75,26.81,645.92,30,800
,27.37,23.75,26.81,646.93,30,800
,27.31,23.75,26.81,646.5,30,800
,27.37,23.75,26.81,645.52,30,800
,27.37,23.75,26.87,646.93,30,800
,27.37,23.75,26.81,647.26,30,800
,27.37,23.75,26.87,647.69,30,800
,27.37,23.75,26.87,645.12,30,800
,27.37,23.75,26.81,646.75,30,800
,27.44,23.75,26.87,645.59,30,800
,27.37,23.75,26.87,646.86,30,800
,27.37,23.5,26.81,645.88,30,800
,27.44,23.5,26.87,647.51,30,800
,27.44,23.5,26.87,647.22,30,800
,27.5,23.5,26.94,648.49,30,800
,27.44,23.75,26.94,648.27,30,800
,27.44,23.75,26.94,648.74,30,800
,27.44,23.75,26.94,647.73,30,800
,27.5,23.75,26.94,646.82,30,800
,27.44,23.75,26.94,647.69,30,800
,26.87,23.5,26.94,648.53,30,800
,26.56,23.5,26.87,648.31,30,800
,26.31,23.75,26.87,648.06,30,800
,26.19,23.75,26.87,647.87,30,800
,26.06,23.5,26.81,648.06,30,800
,26,23.75,26.81,647.58,30,800
,25.94,23.75,26.81,646.42,30,800
,25.88,23.75,26.87,645.92,30,800
,25.88,23.75,26.81,646.35,30,800
,25.88,23.75,26.81,644.25,30,800
,25.81,23.75,26.81,645.48,30,800
,25.81,23.75,26.81,645.08,30,800
,25.81,23.75,26.81,646.17,30,800
,25.81,23.75,26.75,645.66,30,800
,25.81,23.75,26.75,646.17,30,800
,25.75,23.75,26.75,645.05,30,800
,25.75,23.75,26.75,645.08,30,800
,25.81,23.75,26.75,645.26,30,800
,25.81,23.75,26.75,644.61,30,800
,25.75,23.75,26.69,645.05,30,800
,85,85,85,645.88,30,800
,25.75,23.5,26.56,7149.06,30,800
,25.75,23.5,26.5,7151.88,30,800
,25.69,23.5,26.5,7147.85,30,800
,25.75,23.5,26.5,7141,30,800
,25.75,23.5,26.5,7146.24,30,800
,25.75,23.5,26.5,7147.85,30,800
,25.75,23.5,26.5,7142.21,30,800
,25.75,23.5,26.5,7139.39,30,800
,25.75,23.5,26.5,7131.74,30,800
,25.75,23.5,26.5,7134.96,30,800
,25.75,23.5,26.44,7141.81,30,800
,25.75,23.5,26.44,7146.24,30,800
,25.69,23.5,26.44,7148.66,30,800
,25.75,23.5,26.44,7145.43,30,800
,25.69,23.5,26.44,7137.78,30,800
,25.75,23.5,26.44,7126.9,30,800
,25.75,23.5,26.44,7143.82,30,800
,25.75,23.5,26.44,7138.18,30,800
,25.69,23.5,26.44,7145.43,30,800
,25.69,23.5,26.37,7141.81,30,800
,25.69,23.5,26.37,7135.36,30,800
,25.62,23.5,26.37,7124.89,30,800
,25.69,23.5,26.37,7144.23,30,800
